"id","status_group"
"4705","non functional"
"67912","non functional"
"11300","non functional"
"72175","functional needs repair"
"42554","functional needs repair"
"58123","non functional"
"26228","functional"
"143","functional needs repair"
"63371","non functional"
"64300","functional"
"31506","functional needs repair"
"54092","functional"
"18340","non functional"
"24853","non functional"
"40667","functional needs repair"
"60777","functional needs repair"
"51544","functional needs repair"
"23956","functional needs repair"
"51949","non functional"
"15018","non functional"
"23297","functional needs repair"
"25254","functional"
"17197","non functional"
"34104","non functional"
"48087","non functional"
"58320","functional needs repair"
"73267","non functional"
"7178","non functional"
"4655","non functional"
"57125","functional"
"41727","functional needs repair"
"43747","functional needs repair"
"29590","functional"
"51445","functional needs repair"
"24095","non functional"
"13053","functional"
"19393","non functional"
"11014","functional"
"60530","functional"
"16742","functional"
"868","functional needs repair"
"37318","functional"
"58406","functional needs repair"
"9653","non functional"
"45969","functional needs repair"
"55394","functional"
"55438","functional"
"27577","non functional"
"66448","non functional"
"5358","functional"
"4917","functional"
"38435","functional"
"44847","functional needs repair"
"20072","non functional"
"63901","functional"
"68694","non functional"
"68379","non functional"
"65892","functional"
"51758","functional"
"10710","functional needs repair"
"6181","non functional"
"32635","non functional"
"62802","functional"
"59997","non functional"
"54943","functional"
"3341","functional"
"56195","non functional"
"39420","non functional"
"49133","functional needs repair"
"8246","functional"
"29691","non functional"
"26966","functional"
"50023","functional needs repair"
"54945","functional"
"39311","non functional"
"33712","functional"
"47595","non functional"
"33796","functional needs repair"
"29442","functional"
"64886","non functional"
"28219","functional"
"428","non functional"
"3389","functional needs repair"
"12704","functional"
"31516","non functional"
"61603","non functional"
"16106","functional needs repair"
"30129","functional needs repair"
"73629","non functional"
"41192","non functional"
"61884","non functional"
"59911","non functional"
"11365","non functional"
"10842","functional needs repair"
"66410","non functional"
"5794","non functional"
"7030","functional needs repair"
"61156","non functional"
"2899","non functional"
"50427","functional needs repair"
"37335","non functional"
"58849","non functional"
"6709","functional needs repair"
"73342","non functional"
"22016","functional needs repair"
"41104","functional needs repair"
"58528","non functional"
"3382","functional needs repair"
"58786","non functional"
"37823","non functional"
"28489","functional needs repair"
"10083","functional needs repair"
"29265","functional needs repair"
"34180","functional needs repair"
"3981","non functional"
"72834","non functional"
"69471","functional needs repair"
"25509","functional needs repair"
"70377","functional needs repair"
"12042","non functional"
"17640","functional needs repair"
"39478","non functional"
"30666","functional"
"1334","functional"
"41309","functional"
"61662","functional"
"73538","non functional"
"56179","functional"
"49459","functional needs repair"
"40400","functional needs repair"
"71321","functional"
"1933","functional needs repair"
"11588","functional"
"7723","functional needs repair"
"34645","non functional"
"66421","functional"
"32241","functional"
"35629","functional"
"29833","functional"
"36133","non functional"
"68419","functional"
"62493","non functional"
"33182","non functional"
"41748","non functional"
"43826","non functional"
"28717","non functional"
"23041","functional needs repair"
"10827","functional"
"61253","functional"
"57576","functional needs repair"
"45878","functional"
"49563","functional"
"19942","non functional"
"59439","functional needs repair"
"29832","non functional"
"1506","functional needs repair"
"73427","functional needs repair"
"20066","non functional"
"66861","functional"
"57423","functional"
"64571","functional"
"37169","functional"
"208","non functional"
"60653","functional"
"37992","non functional"
"29","non functional"
"3064","functional"
"8913","non functional"
"68760","non functional"
"19771","functional"
"21587","functional needs repair"
"21249","functional"
"18609","non functional"
"18061","non functional"
"63915","functional needs repair"
"55956","functional"
"19951","functional"
"52334","non functional"
"53044","functional"
"32658","functional needs repair"
"50768","functional"
"4698","non functional"
"70504","non functional"
"62900","non functional"
"61252","non functional"
"24329","non functional"
"42166","non functional"
"57842","functional"
"23626","functional"
"11324","functional"
"453","non functional"
"22711","functional"
"38771","functional"
"5522","functional needs repair"
"63290","functional needs repair"
"53325","non functional"
"18627","non functional"
"45387","functional needs repair"
"51002","non functional"
"12017","functional needs repair"
"60825","non functional"
"48806","functional"
"30481","functional needs repair"
"46281","functional needs repair"
"15315","functional needs repair"
"33035","functional"
"6167","functional"
"61552","functional needs repair"
"40352","functional"
"37192","functional needs repair"
"73888","functional needs repair"
"15771","non functional"
"1065","functional"
"41090","non functional"
"59355","non functional"
"40603","non functional"
"72034","functional needs repair"
"68687","functional needs repair"
"27191","functional needs repair"
"38682","non functional"
"27793","functional"
"36345","non functional"
"731","functional"
"64209","non functional"
"41965","functional needs repair"
"64891","non functional"
"55958","functional needs repair"
"35363","non functional"
"32592","functional needs repair"
"5012","functional"
"28270","functional"
"30227","functional"
"42632","non functional"
"55479","non functional"
"53427","functional"
"59914","functional"
"18309","functional"
"4055","functional needs repair"
"65899","functional"
"32411","functional"
"38077","non functional"
"15620","non functional"
"7342","functional needs repair"
"13556","functional needs repair"
"975","non functional"
"28201","functional"
"35492","functional needs repair"
"46048","non functional"
"17110","functional"
"56296","functional needs repair"
"65226","functional"
"55386","non functional"
"54250","functional needs repair"
"53090","non functional"
"30328","functional needs repair"
"19028","functional"
"21926","functional"
"45133","functional"
"4855","functional needs repair"
"2832","functional needs repair"
"56642","non functional"
"12285","non functional"
"7000","non functional"
"49099","functional"
"72346","functional"
"47251","non functional"
"39390","functional needs repair"
"16876","functional"
"21438","functional needs repair"
"42308","functional"
"23868","non functional"
"16647","non functional"
"15275","functional needs repair"
"25082","functional"
"43571","functional needs repair"
"30303","non functional"
"45726","functional"
"12453","non functional"
"3047","functional needs repair"
"54286","functional needs repair"
"60038","functional needs repair"
"38503","functional needs repair"
"23564","functional"
"23511","functional needs repair"
"67467","non functional"
"23163","functional"
"60717","functional needs repair"
"33412","functional"
"22811","functional needs repair"
"30771","functional needs repair"
"1923","non functional"
"17453","functional"
"4498","non functional"
"50877","functional"
"36462","non functional"
"60303","functional"
"62584","functional needs repair"
"17153","non functional"
"24469","functional"
"33840","functional"
"44998","functional needs repair"
"54694","non functional"
"64779","non functional"
"40730","non functional"
"19182","non functional"
"12567","functional needs repair"
"48915","functional"
"2039","non functional"
"55896","functional needs repair"
"20662","functional needs repair"
"70985","functional needs repair"
"23669","functional"
"8449","functional"
"49106","functional"
"51497","non functional"
"15517","functional"
"43234","non functional"
"69181","functional"
"33746","functional"
"18642","functional"
"45027","non functional"
"23403","non functional"
"53897","functional"
"16125","non functional"
"1419","non functional"
"30942","functional needs repair"
"66300","functional"
"5529","non functional"
"72022","functional"
"65202","functional"
"74074","non functional"
"6075","non functional"
"3178","non functional"
"65151","functional"
"24829","functional needs repair"
"20716","non functional"
"43988","non functional"
"32930","functional"
"72494","functional"
"72952","functional"
"28180","non functional"
"66512","non functional"
"48258","non functional"
"16160","non functional"
"16022","functional"
"15662","functional"
"62551","functional"
"58577","functional"
"53111","functional"
"69736","functional needs repair"
"7427","functional needs repair"
"63505","non functional"
"27246","functional"
"39240","non functional"
"36078","functional"
"27600","functional"
"47259","functional needs repair"
"49176","functional needs repair"
"15470","functional"
"36098","non functional"
"73544","non functional"
"14902","functional"
"49920","functional needs repair"
"26055","non functional"
"44564","functional needs repair"
"47882","non functional"
"71004","functional needs repair"
"38572","functional"
"35471","non functional"
"33244","functional needs repair"
"62963","functional needs repair"
"17338","functional needs repair"
"4814","functional"
"6505","functional needs repair"
"31999","functional needs repair"
"40741","functional"
"70017","non functional"
"4419","functional needs repair"
"64634","functional needs repair"
"57538","functional"
"63263","functional needs repair"
"66379","non functional"
"63646","functional needs repair"
"57999","functional"
"17339","non functional"
"20437","functional needs repair"
"32647","non functional"
"44531","non functional"
"36655","non functional"
"52705","non functional"
"27883","non functional"
"56621","functional needs repair"
"60792","functional needs repair"
"16298","functional"
"10372","functional"
"22346","functional"
"59691","non functional"
"38740","functional"
"303","functional needs repair"
"73402","non functional"
"53950","non functional"
"11216","functional"
"47505","non functional"
"17838","functional"
"35474","functional needs repair"
"46381","non functional"
"60312","non functional"
"39090","non functional"
"24742","functional"
"11783","non functional"
"22599","non functional"
"43931","functional"
"29020","functional needs repair"
"64647","non functional"
"22764","non functional"
"50133","functional"
"13498","non functional"
"40788","functional"
"61499","functional needs repair"
"38694","non functional"
"6140","functional"
"66728","non functional"
"60413","functional"
"39963","non functional"
"29797","non functional"
"35041","functional"
"73386","non functional"
"44448","functional needs repair"
"50783","functional needs repair"
"31555","functional"
"73952","non functional"
"69355","non functional"
"19111","non functional"
"635","non functional"
"23883","non functional"
"6690","non functional"
"44274","functional"
"25081","functional"
"20710","non functional"
"73617","functional"
"27937","functional"
"10108","functional needs repair"
"5849","non functional"
"7848","non functional"
"704","functional needs repair"
"40327","non functional"
"30219","non functional"
"73638","functional"
"16688","functional"
"14012","functional needs repair"
"57519","functional"
"6771","functional needs repair"
"41671","functional needs repair"
"58994","functional"
"58980","non functional"
"4935","functional needs repair"
"29178","functional"
"9533","functional needs repair"
"57766","functional"
"5411","functional needs repair"
"68513","functional needs repair"
"22622","non functional"
"27092","functional needs repair"
"48553","functional"
"24346","non functional"
"9665","functional"
"61540","functional needs repair"
"41357","non functional"
"42138","functional needs repair"
"23218","non functional"
"22604","functional"
"27284","non functional"
"60200","non functional"
"7573","non functional"
"59143","functional"
"73321","non functional"
"31590","non functional"
"41036","functional"
"2170","non functional"
"54880","functional needs repair"
"3605","functional"
"65642","non functional"
"27440","non functional"
"1099","functional needs repair"
"42148","non functional"
"69024","non functional"
"18824","functional"
"21058","functional"
"43375","functional"
"20698","functional"
"23752","non functional"
"69014","functional"
"25154","functional"
"21604","functional needs repair"
"1407","functional"
"12686","functional"
"891","non functional"
"30835","functional needs repair"
"27885","non functional"
"34836","functional"
"37512","functional"
"10075","functional"
"48483","functional"
"44347","non functional"
"70829","functional needs repair"
"16391","functional needs repair"
"21298","functional needs repair"
"4023","functional needs repair"
"72636","functional"
"259","functional"
"4961","non functional"
"65780","functional"
"35844","functional"
"55882","functional needs repair"
"39765","functional"
"10301","functional"
"8569","functional needs repair"
"52972","functional needs repair"
"72592","functional needs repair"
"35207","non functional"
"71608","functional"
"57197","functional needs repair"
"28513","non functional"
"11477","functional needs repair"
"36041","functional needs repair"
"6382","non functional"
"49158","non functional"
"62048","non functional"
"48467","functional needs repair"
"48565","functional needs repair"
"16775","functional"
"19897","functional"
"58138","functional"
"67366","functional needs repair"
"50450","functional"
"45815","non functional"
"63874","functional needs repair"
"69159","functional"
"4767","functional"
"41508","functional"
"27934","non functional"
"39386","functional"
"64159","non functional"
"31464","functional"
"4820","non functional"
"28743","functional"
"25980","functional"
"48551","functional"
"73156","functional"
"27126","functional needs repair"
"44495","functional needs repair"
"29884","functional needs repair"
"49640","functional"
"16434","non functional"
"58694","non functional"
"62064","functional"
"56502","non functional"
"37379","functional needs repair"
"51880","non functional"
"47791","non functional"
"660","functional needs repair"
"70015","functional"
"57769","functional"
"10971","functional"
"52009","functional"
"56767","non functional"
"56285","non functional"
"3429","non functional"
"46399","functional"
"22290","non functional"
"71086","non functional"
"31742","functional needs repair"
"29307","non functional"
"26089","functional"
"63673","functional needs repair"
"22169","functional needs repair"
"66731","functional needs repair"
"69919","non functional"
"66730","functional needs repair"
"25173","functional needs repair"
"25004","functional needs repair"
"9726","functional needs repair"
"19296","non functional"
"60261","functional needs repair"
"9380","non functional"
"959","functional"
"5547","functional"
"22945","non functional"
"43757","functional needs repair"
"41580","functional"
"67957","functional needs repair"
"10039","functional"
"45305","functional needs repair"
"40192","non functional"
"28030","functional"
"38006","functional needs repair"
"65232","functional"
"57996","non functional"
"56370","functional needs repair"
"29050","non functional"
"56820","functional"
"2709","functional needs repair"
"2702","functional"
"67013","functional"
"46274","functional"
"18369","functional"
"163","functional"
"3018","non functional"
"32725","non functional"
"37552","functional needs repair"
"67863","functional"
"36522","functional"
"51401","functional"
"60607","functional"
"38468","functional"
"9451","non functional"
"11514","functional needs repair"
"57382","non functional"
"8094","non functional"
"45517","functional"
"44945","functional needs repair"
"42958","functional"
"6364","functional"
"31745","functional needs repair"
"12660","non functional"
"55609","functional needs repair"
"6609","non functional"
"9118","non functional"
"19750","functional"
"60263","non functional"
"29368","functional"
"48179","functional"
"913","functional"
"21610","non functional"
"4279","functional"
"61702","functional"
"24295","non functional"
"31029","non functional"
"34917","functional needs repair"
"54143","functional"
"48165","non functional"
"61165","non functional"
"3511","functional needs repair"
"27673","non functional"
"46990","functional"
"33691","functional needs repair"
"51567","functional"
"43215","functional needs repair"
"26957","functional needs repair"
"33416","functional"
"55952","non functional"
"15766","non functional"
"40855","functional needs repair"
"27807","functional"
"46443","functional needs repair"
"18208","functional"
"7068","functional"
"62712","functional needs repair"
"53375","functional"
"53895","functional needs repair"
"5245","non functional"
"72156","functional"
"17641","non functional"
"55850","functional"
"35754","non functional"
"61865","functional"
"37403","functional"
"64752","non functional"
"56021","functional"
"65703","functional"
"1001","functional"
"31824","non functional"
"18836","functional"
"3885","non functional"
"14118","functional"
"20043","functional"
"9612","functional needs repair"
"22011","non functional"
"46128","non functional"
"60875","non functional"
"66936","functional"
"58928","functional needs repair"
"15412","non functional"
"58470","functional"
"14158","non functional"
"71685","functional needs repair"
"34218","functional needs repair"
"20975","functional"
"23201","functional"
"36029","functional"
"47768","non functional"
"15811","functional"
"15696","functional needs repair"
"26130","functional"
"66582","functional needs repair"
"57266","non functional"
"16803","functional"
"36212","functional needs repair"
"67234","non functional"
"70204","functional"
"2576","functional"
"47817","functional"
"16554","functional needs repair"
"10014","non functional"
"39649","non functional"
"21768","functional"
"13382","functional needs repair"
"38340","functional"
"54059","functional needs repair"
"48319","functional"
"70126","functional"
"7445","non functional"
"22399","non functional"
"48663","non functional"
"62521","functional"
"12931","functional"
"32399","functional"
"28936","non functional"
"69515","non functional"
"42812","functional needs repair"
"10462","non functional"
"66822","functional needs repair"
"65092","non functional"
"10106","non functional"
"31244","functional"
"70198","functional needs repair"
"68129","non functional"
"127","functional"
"44277","non functional"
"12395","functional needs repair"
"46254","functional needs repair"
"65302","functional"
"29662","functional needs repair"
"37879","functional"
"65504","functional"
"8782","functional"
"29363","functional needs repair"
"38629","functional"
"55273","functional"
"11060","functional"
"29588","non functional"
"12349","non functional"
"29301","functional"
"1867","functional needs repair"
"1566","functional needs repair"
"24729","non functional"
"63618","functional"
"18506","functional needs repair"
"52835","functional needs repair"
"54804","non functional"
"5439","functional needs repair"
"42479","non functional"
"42295","functional"
"35892","functional needs repair"
"37244","functional needs repair"
"47451","non functional"
"48106","functional needs repair"
"58363","functional needs repair"
"43867","non functional"
"19137","functional"
"72547","non functional"
"26651","non functional"
"29690","non functional"
"56624","functional needs repair"
"28138","functional"
"14055","non functional"
"45586","non functional"
"8651","non functional"
"6713","non functional"
"42016","non functional"
"8693","non functional"
"47285","non functional"
"1098","functional"
"56061","functional needs repair"
"20581","functional needs repair"
"40565","non functional"
"36285","non functional"
"54774","non functional"
"68375","non functional"
"72467","functional"
"10343","functional"
"60133","functional needs repair"
"40840","functional"
"23350","functional"
"26480","functional needs repair"
"5532","functional"
"14605","functional"
"36089","non functional"
"13031","functional needs repair"
"33733","non functional"
"63005","non functional"
"18828","functional needs repair"
"59725","functional needs repair"
"23138","functional"
"72526","functional"
"43112","functional needs repair"
"3866","non functional"
"23155","functional needs repair"
"8558","non functional"
"60953","functional"
"18884","functional needs repair"
"35438","functional"
"56008","functional"
"39761","functional"
"41981","non functional"
"38576","functional"
"56871","functional needs repair"
"917","functional"
"47737","non functional"
"69446","functional"
"2626","functional needs repair"
"25271","functional needs repair"
"34646","functional"
"341","functional"
"37897","non functional"
"64538","functional"
"34348","functional"
"67426","functional"
"53079","functional"
"12527","functional"
"55255","functional needs repair"
"44610","functional needs repair"
"65546","functional"
"2260","functional"
"5480","non functional"
"27649","functional"
"53468","non functional"
"497","functional"
"46354","functional needs repair"
"38045","functional needs repair"
"29576","functional needs repair"
"5200","non functional"
"26463","functional needs repair"
"8715","functional"
"70544","functional needs repair"
"50219","functional"
"73092","non functional"
"30057","functional needs repair"
"27186","functional"
"29660","functional needs repair"
"52836","functional"
"66209","functional needs repair"
"1642","functional"
"59679","functional needs repair"
"24882","functional needs repair"
"63530","functional"
"15722","functional"
"47376","functional"
"50807","functional needs repair"
"73203","non functional"
"9120","functional needs repair"
"45680","functional"
"59738","functional needs repair"
"21831","non functional"
"41297","functional needs repair"
"24692","functional"
"57243","functional"
"24782","non functional"
"50595","functional"
"19094","functional needs repair"
"48584","non functional"
"48555","functional"
"34860","functional"
"60788","functional needs repair"
"52047","non functional"
"61582","functional"
"73095","functional"
"53019","non functional"
"9899","non functional"
"23228","functional"
"44329","functional"
"8859","functional needs repair"
"18043","functional needs repair"
"41457","functional"
"42227","functional"
"40803","non functional"
"33795","non functional"
"20012","functional needs repair"
"47298","non functional"
"65384","non functional"
"19516","non functional"
"6008","functional"
"73261","functional"
"35666","functional"
"58088","functional"
"24040","non functional"
"21703","functional needs repair"
"63085","functional needs repair"
"25016","non functional"
"22902","non functional"
"58243","functional"
"66798","functional needs repair"
"58210","non functional"
"2527","non functional"
"72877","functional needs repair"
"36503","functional needs repair"
"57992","functional"
"33901","functional"
"63367","functional"
"21889","non functional"
"44714","functional needs repair"
"1648","non functional"
"69020","non functional"
"61641","non functional"
"172","functional needs repair"
"11989","functional"
"61387","functional"
"61936","non functional"
"51263","functional"
"39424","functional"
"44914","functional needs repair"
"40977","functional needs repair"
"73925","functional needs repair"
"50660","functional"
"952","functional needs repair"
"61606","functional needs repair"
"25329","functional"
"13916","functional needs repair"
"23504","non functional"
"53280","non functional"
"51264","non functional"
"18339","functional needs repair"
"57856","functional"
"31074","non functional"
"21979","functional needs repair"
"68911","functional"
"42445","functional"
"3493","non functional"
"59660","non functional"
"4690","functional"
"6621","functional needs repair"
"34656","functional"
"51581","non functional"
"67154","functional needs repair"
"66142","functional"
"17049","functional needs repair"
"53488","functional"
"40701","functional needs repair"
"8543","non functional"
"63015","functional needs repair"
"38752","functional"
"5830","non functional"
"15645","functional needs repair"
"28181","non functional"
"51803","non functional"
"32682","functional"
"73083","non functional"
"8389","functional"
"72561","functional"
"14682","functional"
"44125","functional"
"19755","functional"
"18437","functional"
"37809","non functional"
"58896","functional needs repair"
"56782","functional"
"22859","functional needs repair"
"5196","non functional"
"28854","non functional"
"52739","non functional"
"28266","functional"
"73472","functional needs repair"
"21845","functional needs repair"
"35978","functional"
"35588","functional needs repair"
"57591","functional needs repair"
"52983","non functional"
"11561","functional needs repair"
"29609","functional needs repair"
"17759","functional"
"73738","non functional"
"45070","functional"
"25921","functional"
"51424","functional needs repair"
"74056","functional needs repair"
"72373","non functional"
"45594","non functional"
"44385","non functional"
"5349","functional"
"65856","non functional"
"56192","functional"
"45904","non functional"
"32231","non functional"
"6177","functional needs repair"
"2162","functional"
"61649","functional"
"21251","functional"
"4566","non functional"
"70553","functional"
"41190","functional needs repair"
"25938","functional needs repair"
"27542","functional"
"27090","non functional"
"56219","non functional"
"73563","functional needs repair"
"31088","non functional"
"54004","functional"
"70048","non functional"
"3022","non functional"
"16785","functional needs repair"
"58915","non functional"
"73166","functional needs repair"
"44005","functional"
"60708","non functional"
"70812","non functional"
"47488","functional needs repair"
"12013","functional"
"1771","functional"
"52241","functional"
"35609","functional"
"36662","functional"
"44989","functional"
"34207","non functional"
"24623","functional"
"47837","non functional"
"255","functional needs repair"
"4553","functional"
"50307","functional"
"63501","functional"
"50892","non functional"
"33346","non functional"
"67287","functional"
"39253","non functional"
"38883","functional needs repair"
"56105","functional needs repair"
"11206","functional needs repair"
"64557","functional needs repair"
"54769","functional"
"63431","non functional"
"14352","non functional"
"6379","non functional"
"67028","functional"
"5682","functional needs repair"
"38675","functional"
"6666","functional needs repair"
"5236","functional"
"21395","functional needs repair"
"36698","functional needs repair"
"48142","functional needs repair"
"51286","non functional"
"42336","functional needs repair"
"31706","functional"
"3345","functional"
"47932","non functional"
"31478","functional needs repair"
"9532","non functional"
"73761","functional"
"56671","functional needs repair"
"68926","functional needs repair"
"5948","non functional"
"50924","functional"
"54124","non functional"
"49803","functional needs repair"
"45943","non functional"
"9416","functional needs repair"
"64344","functional needs repair"
"18984","non functional"
"20418","functional needs repair"
"18771","functional needs repair"
"16973","non functional"
"44237","functional needs repair"
"66917","functional"
"53267","functional needs repair"
"60301","functional"
"18067","functional"
"24561","functional needs repair"
"45213","functional needs repair"
"24003","functional"
"67407","functional"
"21502","non functional"
"69897","functional needs repair"
"57803","functional"
"73759","non functional"
"73907","non functional"
"45239","functional"
"25764","functional"
"29024","functional"
"62429","functional needs repair"
"5050","functional"
"50797","non functional"
"33439","non functional"
"50003","functional"
"71083","functional needs repair"
"21851","functional"
"156","functional needs repair"
"26070","functional needs repair"
"70845","functional needs repair"
"64391","functional"
"40193","non functional"
"42472","functional"
"24140","functional needs repair"
"17980","functional needs repair"
"44033","functional needs repair"
"60837","non functional"
"60934","non functional"
"59198","functional needs repair"
"73351","functional"
"27179","functional"
"38268","functional"
"64822","functional"
"67220","functional needs repair"
"14858","functional"
"5405","functional"
"41873","functional"
"35681","non functional"
"28014","functional"
"60882","functional"
"37197","functional needs repair"
"56169","functional needs repair"
"40819","functional needs repair"
"47268","functional"
"25093","functional needs repair"
"28902","functional needs repair"
"2647","non functional"
"49267","functional"
"51138","functional"
"33337","functional"
"43335","functional"
"12859","functional"
"2376","functional"
"26685","functional"
"67230","functional"
"7453","functional"
"14709","functional needs repair"
"45608","functional needs repair"
"66170","functional"
"7066","non functional"
"49528","functional"
"36390","non functional"
"71159","non functional"
"20907","non functional"
"60947","functional needs repair"
"28109","functional needs repair"
"8222","non functional"
"63419","functional needs repair"
"39541","functional needs repair"
"66799","functional needs repair"
"42453","functional"
"44948","functional needs repair"
"16134","functional needs repair"
"7150","non functional"
"46674","functional"
"19347","non functional"
"73368","functional needs repair"
"62965","functional needs repair"
"51437","functional needs repair"
"7712","functional needs repair"
"27678","functional needs repair"
"19658","functional"
"8612","functional"
"43393","non functional"
"63767","functional"
"60743","non functional"
"38868","functional"
"45892","non functional"
"7693","functional needs repair"
"44321","functional needs repair"
"15346","functional"
"3798","non functional"
"30873","functional needs repair"
"53741","functional needs repair"
"61491","functional"
"4689","functional"
"54616","non functional"
"43137","functional"
"39951","functional needs repair"
"6774","functional"
"53301","non functional"
"44379","functional needs repair"
"19784","functional"
"11880","non functional"
"10311","functional needs repair"
"71114","non functional"
"48596","functional needs repair"
"12571","non functional"
"23249","non functional"
"15606","functional"
"22941","functional"
"63544","non functional"
"65483","non functional"
"24859","non functional"
"50004","non functional"
"26180","functional needs repair"
"25677","functional needs repair"
"7806","functional"
"42941","functional"
"46795","functional"
"21682","non functional"
"53244","non functional"
"46016","functional needs repair"
"56537","non functional"
"57183","functional"
"71758","functional needs repair"
"57645","functional"
"21981","functional needs repair"
"30118","functional"
"34419","non functional"
"646","non functional"
"40521","non functional"
"31158","functional needs repair"
"41396","non functional"
"72673","functional"
"47571","functional needs repair"
"819","non functional"
"10881","functional"
"3810","functional"
"7012","functional needs repair"
"25928","functional needs repair"
"57357","functional"
"68059","non functional"
"52523","functional"
"20022","non functional"
"35242","functional"
"5772","functional needs repair"
"68411","non functional"
"22773","functional"
"30840","functional needs repair"
"34085","functional"
"11864","functional"
"11913","functional needs repair"
"11340","functional"
"22905","functional needs repair"
"74212","functional needs repair"
"3420","functional needs repair"
"49412","functional"
"54054","functional"
"34444","functional"
"39470","functional"
"23901","non functional"
"66573","non functional"
"57779","functional"
"40835","functional"
"50316","functional needs repair"
"37342","non functional"
"5566","functional"
"60737","non functional"
"57943","functional needs repair"
"66476","functional"
"59939","functional needs repair"
"72408","non functional"
"11873","functional needs repair"
"48702","non functional"
"7015","non functional"
"12932","non functional"
"28055","functional"
"36746","functional"
"70432","functional"
"32209","functional"
"65582","non functional"
"32082","non functional"
"62792","non functional"
"45653","functional"
"2961","non functional"
"865","non functional"
"73028","non functional"
"62864","non functional"
"66136","functional needs repair"
"48998","functional needs repair"
"48514","functional needs repair"
"15090","non functional"
"62509","functional needs repair"
"17001","functional"
"16442","non functional"
"32264","functional"
"25727","functional"
"19946","non functional"
"2067","functional needs repair"
"7533","functional needs repair"
"65221","functional"
"54802","functional"
"71245","functional needs repair"
"56479","functional"
"25532","non functional"
"52859","non functional"
"26502","functional"
"15117","functional"
"62162","functional needs repair"
"24291","functional"
"51849","non functional"
"36701","functional"
"20985","non functional"
"19748","functional"
"37505","functional needs repair"
"11439","functional needs repair"
"14217","non functional"
"36525","functional"
"63725","functional needs repair"
"37482","non functional"
"21715","functional needs repair"
"72903","non functional"
"38794","functional"
"30054","functional needs repair"
"65097","functional"
"41517","functional"
"14239","non functional"
"48270","functional needs repair"
"67159","functional needs repair"
"29086","non functional"
"26104","functional"
"11498","functional"
"44768","functional needs repair"
"19116","non functional"
"15023","functional"
"40676","functional"
"8210","non functional"
"33076","functional needs repair"
"56754","non functional"
"30889","functional"
"46522","functional"
"11557","functional"
"27438","non functional"
"4104","non functional"
"65080","functional"
"69215","functional"
"36505","functional"
"9490","functional needs repair"
"20545","functional needs repair"
"26335","functional"
"20696","non functional"
"38555","functional needs repair"
"62469","functional needs repair"
"52442","non functional"
"39356","functional"
"57625","non functional"
"51228","functional"
"22062","functional"
"3390","non functional"
"52933","functional"
"64378","functional"
"27382","functional needs repair"
"24366","non functional"
"584","functional"
"29605","non functional"
"47843","functional"
"32981","functional needs repair"
"23712","functional needs repair"
"36757","functional"
"2505","functional needs repair"
"56157","functional"
"62541","functional"
"48317","non functional"
"33697","functional"
"23739","non functional"
"38956","functional"
"47565","functional"
"22228","non functional"
"46096","functional"
"71805","functional"
"37621","functional"
"58278","non functional"
"11057","functional"
"29557","functional needs repair"
"16939","functional"
"60804","functional needs repair"
"15704","functional needs repair"
"48807","functional needs repair"
"10913","functional"
"61545","non functional"
"37822","functional"
"3474","non functional"
"33257","functional needs repair"
"21503","functional needs repair"
"14268","functional"
"40583","functional"
"65287","functional needs repair"
"17622","functional needs repair"
"69264","functional needs repair"
"42084","non functional"
"74154","functional"
"1520","functional"
"73005","functional"
"8490","non functional"
"68489","functional"
"18792","non functional"
"51364","functional"
"44553","functional"
"12148","functional"
"63920","non functional"
"7497","functional needs repair"
"1951","non functional"
"26958","non functional"
"65897","non functional"
"15227","non functional"
"17963","functional"
"29326","functional needs repair"
"59684","functional needs repair"
"60256","functional"
"40915","non functional"
"54884","functional"
"4505","functional"
"24316","non functional"
"2843","non functional"
"38403","functional needs repair"
"53329","functional"
"50169","functional"
"27766","non functional"
"55507","non functional"
"6481","non functional"
"28793","functional needs repair"
"60763","functional needs repair"
"54535","functional"
"64182","functional"
"11863","functional needs repair"
"1945","non functional"
"42937","functional needs repair"
"7836","functional needs repair"
"10177","functional"
"44023","non functional"
"4736","functional needs repair"
"10658","non functional"
"18927","functional"
"42536","functional"
"60925","non functional"
"20026","functional needs repair"
"62025","functional needs repair"
"65029","non functional"
"34443","functional needs repair"
"49050","functional"
"16075","non functional"
"14208","functional needs repair"
"42791","functional"
"49532","non functional"
"33022","non functional"
"67529","functional"
"47546","functional"
"28169","functional"
"17256","functional"
"27252","non functional"
"11454","non functional"
"24354","non functional"
"49659","functional"
"59703","non functional"
"15534","non functional"
"57208","functional"
"12820","functional"
"42519","non functional"
"61228","functional needs repair"
"17780","non functional"
"9587","functional needs repair"
"35313","functional needs repair"
"48852","non functional"
"26297","non functional"
"50871","functional"
"41014","functional"
"14737","non functional"
"29103","functional"
"13272","functional needs repair"
"60981","functional"
"23040","functional"
"69479","functional"
"61110","functional needs repair"
"5912","functional"
"69460","functional needs repair"
"9268","non functional"
"58766","functional needs repair"
"69125","functional"
"33215","functional needs repair"
"5531","functional"
"31846","functional"
"26146","functional needs repair"
"44608","functional"
"39404","functional"
"473","functional"
"918","functional needs repair"
"53322","functional"
"19984","functional needs repair"
"14099","functional needs repair"
"60507","non functional"
"737","non functional"
"13046","functional needs repair"
"59747","functional needs repair"
"7466","functional needs repair"
"71316","functional"
"54266","non functional"
"30934","non functional"
"65010","functional"
